id,Nombre,Origen,Mitologia,Tipo,Descripcion,Poderes,Lore
207,Ifreet,Medio Oriente,Árabe,Criatura,Djinn poderoso y maligno creado de fuego,Magia destructora; posesión; fuego; fuerza sobrehumana; inmortalidad,El Ifreet o Ifrit es el tipo más poderoso y peligroso de Djinn en la tradición árabe e islámica. En el Corán un Ifreet ofrece traer el trono de la reina de Saba ante Salomón antes de que este pueda levantarse de su asiento lo que demuestra su velocidad y poder sobrenatural. Los Ifreet son conocidos por su orgullo y su resistencia a obedecer pero si son dominados su poder es inmenso. Viven bajo tierra o en ruinas abandonadas y son especialmente activos de noche.
208,Simurgh,Asia,Persa,Criatura,Ave gigante benevolente que anida en el árbol del conocimiento,Sabiduría milenaria; curación; vuelo; conocimiento de todas las eras,El Simurgh o Simorgh persa es tan antiguo que ha visto destruirse el mundo tres veces y conoce todos los secretos del universo. Vive en el árbol Gaokerena cuyas semillas contienen la cura para todas las enfermedades. Crio al héroe persa Zal que fue abandonado por su padre al nacer albino por considerarlo un mal presagio. Cuando Zal necesitaba consejo quemaba una de las plumas de Simurgh y este aparecía. En el poema La Conferencia de los Pájaros de Attar el Simurgh representa a Dios.
209,Manticore,Asia,Persa,Criatura,Ser con cabeza humana cuerpo de león y cola de escorpión,Disparar púas; velocidad; fuerza de león; veneno de escorpión,La Manticora fue descrita por el médico griego Ctesias que servía en la corte persa como una bestia de la India con cara humana ojos azules cuerpo de león y cola con espinas como flechas que disparaba a sus perseguidores. Su nombre deriva del persa mardkhora que significa devorador de hombres. Aparece en el bestiario medieval como símbolo del diablo o de los perseguidores de los santos. Algunos estudiosos creen que se originó en descripciones distorsionadas del tigre indio.
210,Roc,Asia,Árabe,Criatura,Ave gigantesca capaz de cargar elefantes en sus garras,Vuelo; fuerza colosal; tamaño inmenso; velocidad aérea extrema,El Roc apareció en las historias de Simbad el Marino en Las Mil y Una Noches. Era tan inmenso que podía confundirse con una isla y los marineros encendían fuego en su lomo creyendo estar en tierra. Simbad vio sus huevos que eran como cúpulas de edificios. Cuando los marineros rompieron los huevos los Roc adultos los persiguieron lanzando rocas enormes destruyendo los barcos. Marco Polo informó haber oído hablar del Roc en Madagascar lo que algunos vinculan al extinto pájaro elefante Aepyornis.
211,Bahamut,Medio Oriente,Árabe,Criatura,Pez gigantesco que sostiene el mundo en la cosmología árabe,Sostener el mundo; tamaño cósmico; poder primordial; inmortalidad,Bahamut en la cosmología islámica medieval era un pez inmenso que sostenía sobre su lomo a un toro de cuatro mil orejas ojos narices y bocas que a su vez sostenía una roca de rubí sobre la que estaba el ángel que sostenía la tierra. La cadena comenzaba con Dios el ángel la roca el toro Bahamut el agua y debajo el abismo de las tinieblas. Marco Polo y los geógrafos árabes describieron criaturas marinas colosales que influenciaron esta cosmología.
212,Wendigo,Norteamérica,Algonquina,Criatura,Espíritu del hambre caníbal de los bosques norteamericanos,Fuerza sobrehumana; resistencia al frío; control del invierno; posesión,El Wendigo se formaba cuando una persona durante un invierno hambriento desesperada comía carne humana. La corrupción del espíritu del Wendigo la poseía aumentando su hambre hasta hacerla insaciable y transformando su cuerpo en algo parecido al monstruo. El Wendigo era alto como los pinos del bosque y su piel era gris y tensa como pergamino sobre huesos. Las comunidades algonquinas reconocían la psicosis del Wendigo como una condición real donde una persona creía que se estaba transformando.
213,Thunderbird,Norteamérica,Nativa,Criatura,Ave gigante que crea tormentas con sus alas,Crear tormentas y rayos; vuelo; fuerza colosal; espíritu protector,El Thunderbird era tan grande que su vuelo oscurecía el sol y el batir de sus alas creaba los truenos. Sus ojos disparaban rayos y las tormentas lo acompañaban siempre. Luchaba contra las serpientes del agua las Underwater Panthers que intentaban destruir el mundo. En la cultura de los pueblos del noroeste del Pacífico el Thunderbird aparece en lo alto de los tótems como el ser más poderoso. Muchas tribus tienen sus propias versiones del mito con diferentes características.
214,Skinwalker,Norteamérica,Navajo,Criatura,Bruja o brujo Navajo que puede tomar forma de animales,Metamorfosis; velocidad sobrehumana; magia oscura; mirada aterradora,El Skinwalker en la tradición Navajo era un hechicero yee naaldlooshii que había adquirido poderes malignos sacrificando a un familiar cercano. Podía asumir la forma de cualquier animal especialmente lobo coyote oso o cuervo. Se movía a velocidades sobrehumanas y podía imitar voces humanas para engañar a sus víctimas. El tema es considerado sagrado y tabú entre los Navajo y hablar de ello fuera del contexto ritual puede atraer la maldición. Es uno de los seres más temidos en la tradición nativa americana.
215,Nagual,Mesoamérica,Azteca,Criatura,Espíritu animal que acompaña y protege a cada persona,Guía espiritual; metamorfosis entre humano y animal; protección,El Nagual en las culturas mesoamericanas era el espíritu guardián animal asignado a cada persona al nacer. Los sacerdotes que conocían el calendario sagrado podían determinar el nagual de cada individuo. Quienes tenían animales poderosos como jaguares o águilas como nagual estaban destinados a ser líderes o guerreros. Los chamanes o brujos podían proyectar su conciencia en su nagual y actuar a través de él a distancia. En algunas tradiciones actuales del sur de México y Guatemala el nagual sigue siendo central.
216,Chupacabra,América Latina,Latinoamericana,Criatura,Criatura que succiona la sangre del ganado,Succionar sangre; velocidad; salto sobrenatural; sigilo,El Chupacabra apareció en Puerto Rico en 1995 cuando decenas de cabras amanecieron muertas con dos agujeros en el cuello y completamente exsangüinadas. Testigos describieron una criatura bípeda de ojos rojos espinas en el lomo y brazos cortos. El nombre significa chupador de cabras en español. Los avistamientos se extendieron por toda América Latina. Las investigaciones científicas han identificado los animales responsables como coyotes y perros con sarna que alteraba su apariencia pero el mito persiste.
217,La Llorona,América Latina,Latinoamericana,Criatura,Espíritu de mujer que llora por sus hijos ahogados,Lamento que presagia muerte; ahogar niños; invisibilidad; terror,La Llorona según la versión más extendida fue una mujer indígena llamada La Malinche o simplemente María que fue abandonada por el padre español de sus hijos. En su desesperación ahogó a sus propios hijos en el río. Inmediatamente arrepentida también se lanzó al agua. No puede entrar al cielo hasta presentarse con sus hijos y vaga eternamente buscándolos. Su llanto se escucha en los ríos y barrancas de toda América Latina y se advierte a los niños que no salgan de noche o la Llorona se los llevará.
218,Duende,América Latina,Latinoamericana,Criatura,Ser travieso que habita en los hogares y juega con los niños,Metamorfosis; magia de travesuras; invisibilidad; custodia de tesoros,Los Duendes en la tradición iberoamericana son seres pequeños de aspecto humano que habitan en las casas y en los bosques. Pueden ser traviesos robando objetos enredando el pelo de quienes duermen escondiendo llaves y causando pequeños desastres domésticos. Sin embargo también pueden ser protectores si se los respeta dejándoles ofrendas de alimentos. En algunas regiones de España y América Latina se cree que el Duende se lleva la energía vital de los niños pequeños causándoles enfermedades misteriosas.
219,Mapinguari,América del Sur,Brasileña,Criatura,Gigante peludo de un solo ojo con aliento que desorienta,Aliento que desorienta; fuerza colosal; piel resistente; rugido aterrador,El Mapinguari también llamado Isnachi en algunas regiones andinas era descrito como un gigante peludo bípedo con garras enormes y una boca en el abdomen que producía un olor nauseabundo que desorientaba a los cazadores. Algunos criptozoólogos sugieren que podría ser un recuerdo cultural del Megaterium el perezoso gigante prehistórico que vivió en Sudamérica hasta hace apenas 12000 años aproximadamente cuando los primeros humanos comenzaron a llegar al continente.
220,Boitatá,América del Sur,Brasileña,Criatura,Serpiente de fuego protectora del bosque,Fuego; luz enceguecedora; protección del bosque; inmortalidad,El Boitatá cuyo nombre en tupí significa fuego serpiente era una enorme serpiente que protegía los bosques castigando a quienes los destruían o a los que maltrataban a los animales. Sus ojos brillaban con una intensidad cegadora que podía dejar ciegos a quienes la miraran directamente. Una versión del mito cuenta que el Boitatá sobrevivió a un gran diluvio permaneciendo bajo el agua donde en la oscuridad comenzó a devorar los ojos de los animales ahogados acumulando su luz en sus propios ojos.
221,Iara,América del Sur,Brasileña,Criatura,Sirena amazónica que atrae a los hombres a su perdición,Canto hipnótico; seducción; control del agua; transformación,Iara la madre de las aguas era una bella mujer con torso humano y cola de pez de cabellos dorados y ojos verdes que habitaba en los ríos amazónicos especialmente en el río Amazonas. Su canto era tan hermoso que los hombres que lo escuchaban se sumergían en el río buscándola y morían ahogados. Según algunas versiones transformaba a sus víctimas en peces. Era adorada con respeto por las comunidades ribereñas que nunca entraban a ciertos tramos del río en determinadas horas.
222,Curupira,América del Sur,Brasileña,Criatura,Espíritu del bosque con los pies al revés para despistar cazadores,Protección del bosque; engaño de huellas; magia de la naturaleza,El Curupira es reconocible por sus pies que apuntan hacia atrás lo que hace imposible rastrear sus huellas ya que apuntan en dirección contraria a su camino. Protege el bosque castigando a los cazadores que matan más animales de los que necesitan y a los que cortan árboles sin necesidad. Tiene el pelo rojo y fuego que emana de su cabeza. Los buenos cazadores que solo toman lo necesario pueden pedirle permiso y él les guía a caza abundante. Es uno de los guardianes del bosque más conocidos de Brasil.
223,Saci-Pererê,América del Sur,Brasileña,Criatura,Duende de una pierna con gorro mágico que trae travesuras,Metamorfosis; viaje en torbellinos; travesuras; magia del gorro,El Saci-Pererê es el duende más famoso del folclore brasileño. Aparece como un niño negro de una sola pierna con un gorro rojo que si se le quitaba el duende quedaba desactivado. Sus travesuras incluían hacer que la leche se cortara enredar los cabellos de los durmientes hacer que los caballos aparecieran sudados por la mañana y agitar el fuego de los fogones. Viajaba dentro de torbellinos y podía ser atrapado lanzando un rosario dentro del remolino o un frasco al que quedaba atrapado.
224,Lobisomem,América del Sur,Brasileña,Criatura,Hombre lobo brasileño que se transforma los viernes de luna llena,Transformación en lobo; fuerza sobrehumana; instinto salvaje,El Lobisomem brasileño a diferencia del hombre lobo europeo no era fruto de una maldición sino que era el séptimo hijo varón seguido de una cadena ininterrumpida de varones o el séptimo de siete hermanas varones. La transformación ocurría todos los viernes a medianoche en un cruce de caminos o en un cementerio. El lobisomem no atacaba a los humanos sino a los animales especialmente a los gallos negros. Podía ser curado si alguien le hacía sangrar o si se confesaba ante un sacerdote.
225,Caipora,América del Sur,Brasileña,Criatura,Espíritu montado en un jabalí protector de la fauna,Protección de animales; magia del bosque; velocidad; comunicación animal,La Caipora a veces masculina y otras femenina es uno de los guardianes del bosque más poderosos de Brasil. Monta en un jabalí o en un tapir y fuma una pipa de arcilla. Su grito imita el de los animales del bosque y puede despistar a los cazadores haciéndoles dar vueltas en círculos por días. A diferencia del Curupira la Caipora es pura en sus intenciones y puede guiar a los cazadores respetuosos o castigar a los abusivos dependiendo de su comportamiento en el bosque.
226,Supay,América del Sur,Inca,Dios,Dios inca del inframundo y los muertos,Control de los muertos; inframundo andino; dualidad bien-mal; inmortalidad,Supay era en las creencias precolombinas andinas tanto el dios de los muertos como el alma que cada persona poseía. Con la llegada del catolicismo fue identificado con el diablo cristiano pero en realidad su naturaleza era más ambivalente. En la región de Cajamarca Perú se realizaban festivales en su honor para aplacar a las fuerzas del mundo subterráneo. Los mineros andinos aún realizan ofrendas al Tío una figura del diablo en las minas creyendo que es Supay y que protege a los trabajadores.
227,Inti,América del Sur,Inca,Dios,Dios del sol y padre de los incas,Control solar; luz; calor; fertilidad; creación de la civilización inca,Inti el dios sol inca era el padre de Manco Cápac y Mama Ocllo los fundadores míticos del Imperio Inca a quienes envió a la tierra desde el lago Titicaca para enseñar la civilización a los humanos. El Coricancha el Templo del Sol en Cuzco era el santuario más sagrado del Imperio su interior recubierto de oro cubierto con una imagen del sol en oro macizo. Los Incas llamaban a su tierra Tahuantinsuyu los Cuatro Suyos y la organizaban como un reflejo del movimiento solar.
228,Pachamama,América del Sur,Andina,Diosa,Diosa madre de la Tierra en las culturas andinas,Fertilidad de la tierra; terremotos; protección de los cultivos; inmortalidad,Pachamama no era para los pueblos andinos simplemente la naturaleza sino una entidad consciente y poderosa con quien se mantenía una relación de reciprocidad. Se le hacía ch'alla ofrendas de chicha cerveza de maíz derramada en la tierra antes de empezar cualquier trabajo agrícola o cualquier comida importante. El primero de agosto se considera su día y se le ofrendan cigarrillos coca hojas de tabaco y dulces enterrados en la tierra. Esta devoción pervive con fuerza en Argentina Bolivia y Perú.
229,Viracocha,América del Sur,Inca,Dios,Dios creador supremo de los incas,Creación del sol la luna las estrellas y los humanos; inmortalidad,Viracocha emergió del lago Titicaca durante la oscuridad primordial y creó el sol la luna y las estrellas. Primero creó gigantes de piedra pero los encontró poco satisfactorios y los destruyó con un diluvio. Luego modeló seres más pequeños a su imagen dibujando cada grupo étnico en piedras a las que sopló vida. Viajó por los Andes disfrazado de anciano enseñando y cuando terminó su obra caminó sobre el océano Pacífico hasta desaparecer en el horizonte prometiendo regresar cuando fuera necesario.
230,Ekeko,América del Sur,Andina,Dios,Dios andino de la prosperidad y la abundancia,Otorgar abundancia; prosperidad; pequeña figura cargada de bienes,Ekeko es una de las figuras más coloridas y queridas de la mitología andina. Se representa como un hombre pequeño de bigotes y sombrero de fieltro cargado de miniaturas de todos los bienes que uno podría desear: casas autos dinero alimentos herramientas. En Bolivia y Perú las miniaturas ekeko se venden en la Feria de las Alasitas celebrada el 24 de enero en La Paz. Se cree que si uno compra en miniatura lo que desea y lo bendice con un sacerdote aymara se volverá realidad en el año.
231,Jiangshi,Asia Oriental,China,Criatura,Vampiro chino que salta con los brazos extendidos,Succionar energía vital qi; fuerza sobrehumana; rigidez; inmortalidad,El Jiangshi chino era creado cuando el alma po alma inferior de un muerto no podía abandonar el cuerpo ya sea por muerte violenta por suicidio o por un entierro incorrecto. Saltaba con los brazos extendidos porque sus articulaciones estaban rígidas y se orientaba aspirando el aliento de los vivos. Para neutralizarlo se usaba papel amarillo con escritura mágica pegado en la frente un recipiente de arroz en el que intentaba contar los granos obsesivamente o la sangre de un gallo negro.
232,Nian,Asia Oriental,China,Criatura,Bestia que ataca aldeas cada Año Nuevo chino,Terror; fuerza colosal; vulnerabilidad al fuego y el ruido rojo,El Nian según la leyenda vivía en el fondo del mar o en las montañas y aparecía en el último día del año lunar para devorar humanos y ganado. Los aldeanos huyeron aterrorizados hasta que descubrieron sus tres debilidades: temía el color rojo los ruidos fuertes y el fuego. Desde entonces la víspera de Año Nuevo chino se celebra con fuegos artificiales y cohetes lanzados toda la noche con banderines y faroles rojos por todas partes. El carácter nian también significa año revelando la conexión mítica.
233,Bakunawa,Asia,Filipina,Criatura,Enorme serpiente marina que traga la luna,Tragar la luna; tamaño colosal; control del mar; inmortalidad,El Bakunawa es uno de los monstruos más importantes de la mitología filipina. Vivía en el océano y cada vez que salía a la superficie la luna disminuía de tamaño hasta que se la tragaba causando los eclipses. Siete lunas existían originalmente y Bakunawa las fue tragando una por una hasta que la diosa Bathala le ordenó devolverlas y solo quedó una. Cuando hay eclipses los filipinos hacen ruido tocando ollas y gritando para asustar a Bakunawa y hacerle escupir la luna.
234,Tikbalang,Asia,Filipina,Criatura,Ser con cuerpo humano y cabeza y patas de caballo,Metamorfosis; desorientar viajeros; fuerza; magia del bosque,El Tikbalang es tan difícil de ver porque puede hacerse invisible en el bosque usando la oscuridad entre los árboles. Cuando extravía a los caminantes los lleva a dar vueltas en círculos durante horas sin que avancen. Para librarse del encantamiento la víctima debe ponerse la ropa al revés o llevar camisa al revés y el Tikbalang pierde el poder sobre ella. En algunas versiones un Tikbalang domado por un humano que le arranca tres cabellos de su crin puede convertirse en un sirviente leal.
235,Aswang,Asia,Filipina,Criatura,Criatura filipina metamorfa que bebe sangre y come fetos,Metamorfosis; sigilo nocturno; succionar sangre; inmortalidad,"El Aswang es el monstruo más temido de las Filipinas y existe en diversas variantes según la región: el mannananggal que se separa en dos por la cintura y vuela con sus entrañas colgando, el tikbalang el sigbin y otros. Los Aswang son especialmente peligrosos para las mujeres embarazadas cuyo feto pueden robar usando una probóscide larga. Se los detecta porque en sus ojos los reflejos están invertidos. El ajo las ramas de la palmera babaw y las oraciones pueden repelerlos."
236,Zu,Medio Oriente,Sumeria,Criatura,Pájaro divino que robó las tablillas del destino,Vuelo; robo de poder cósmico; tormenta; resistencia divina,Zu el pájaro divino sumerio robó las Tablillas del Destino de Enlil mientras este se bañaba. Con ellas obtuvo control sobre los decretos que regían el universo. Los dioses aterrorizados por el vacío de poder no encontraban voluntarios para recuperarlas hasta que el héroe Ninurta o en otras versiones Marduk aceptó el desafío. La batalla fue épica ya que Zu podía usar las Tablillas para decretar que las flechas no llegaran a él haciendo que volvieran a ser palos y plumas antes de alcanzarlo.
237,Huallpen,América del Sur,Chilena,Criatura,Ser con cuerpo de oveja y cabeza de ternero que presagia desgracias,Presagio de mal; malformaciones en recién nacidos; magia oscura,El Huallpen era tan difícil de ver que muchos no sabían de su existencia hasta que sus efectos se hacían notar. Una mujer embarazada que soñara con él o que simplemente lo viera estando encinta daría a luz a un bebé con malformaciones. Era considerado un animal de mal agüero y se asociaba con lugares húmedos y pantanosos cerca de los ríos del sur de Chile. Los mapuches lo conocían como un ser que habitaba en los bordes entre el mundo humano y el mundo natural.
238,Caleuche,América del Sur,Chilena,Criatura,Barco fantasma que navega por los mares del sur de Chile,Navegación invisible; rescatar ahogados; música sobrenatural; terror marino,El Caleuche era un barco fantasma que brillaba con luces propias y se escuchaban música y risas a bordo mientras navegaba invisiblemente por los mares del sur. Recogía a los muertos ahogados en el mar y los llevaba a vivir en sus profundidades transformados por la magia del barco. Los brujos Huilliches podían viajar en él. Según algunas versiones los tripulantes del Caleuche tenían sus extremidades dobladas hacia atrás lo que les permitía caminar sobre el agua. Era un presagio fatal verlo.
239,Pincoya,América del Sur,Chilena,Criatura,Espíritu femenino de los mares del sur que controla la pesca,Control de la abundancia marina; danza que convoca peces; belleza sobrenatural,La Pincoya era hija del dios marino Millalobo el señor del mar chileno. Cuando bailaba con el rostro hacia el mar la temporada de pesca sería abundante pero si bailaba con el rostro hacia la tierra significaba escasez. También recogía a los ahogados y los llevaba a bordo del Caleuche para que siguieran existiendo en el mundo submarino. Su belleza era tal que los pescadores que la veían quedaban encantados y podían perder la noción del tiempo. Se la invocaba para atraer los cardúmenes.
240,Trauco,América del Sur,Chilena,Criatura,Ser deforme de los bosques que seduce y paraliza a sus víctimas,Parálisis con la mirada; seducción; fuerza oculta; magia del bosque,El Trauco habitaba en los bosques de Chiloé y se lo representaba como un ser pequeño y deforme que caminaba con un bastón de madera. Su mirada era suficiente para paralizar o matar a quienes lo encaraban. Las mujeres que lo encontraban en el bosque quedaban embarazadas sin recordar el encuentro. Esta creencia cumplía en la sociedad chilotera la función de explicar embarazos fuera del matrimonio sin culpar directamente a la joven. El Trauco se convirtió así en una figura cultural de enorme importancia social.
241,Yacumama,América del Sur,Amazónica,Criatura,Enorme serpiente madre del agua en la mitología amazónica,Control de ríos; tamaño colosal; madre de los seres acuáticos; inmortalidad,La Yacumama cuyo nombre en quechua significa madre del agua era la serpiente más grande del Amazonas imaginada como del tamaño de un río pequeño. Se creía que podía aspirar como un torbellino a todo ser que estuviera dentro de un radio de cien pasos de su cabeza. Las comunidades amazónicas tocaban un instrumento antes de entrar al río para advertirle su presencia y darle tiempo de alejarse. Algunos investigadores la vinculan con las anacondas gigantes que efectivamente habitaron el Amazonas.
242,Catequil,América del Sur,Inca,Dios,Dios inca del trueno y el relámpago,Control del trueno y el relámpago; lluvias; veneración en los Andes; inmortalidad,Catequil el dios del trueno de los Conchucos en el Perú prehispánico tenía su oráculo más importante en el cerro Catequil cerca de Huamachuco. Era tan venerado que cuando el conquistador Hernando Pizarro destruyó su estatua principal el sacerdote del culto profetizó la destrucción del Imperio Inca. Catequil tenía un hermano gemelo Piguerao y juntos lanzaban los rayos usando sus hondas. Cuando el trueno retumbaba eran los pasos o golpes de Catequil caminando por las nubes.
243,Cocomama,América del Sur,Andina,Diosa,Diosa de la coca y la salud en la mitología andina,Curación; bienestar; protección de cultivos de coca; inmortalidad,Cocomama era adorada por las comunidades andinas que conocían el poder medicinal energizante y sagrado de la hoja de coca. La coca era ofrecida en rituales a los dioses y usada por los sacerdotes para comunicarse con el mundo espiritual. Los trabajadores la masticaban para soportar el altísimo esfuerzo de las construcciones imperiales en la altura. Hoy los pueblos andinos mantienen la tradición del acullico masticado de coca como acto sagrado y de respeto a Cocomama y a la Pachamama.
244,Ukuku,América del Sur,Andina,Criatura,Ser mitad oso mitad humano guardián de los glaciares andinos,Protección de glaciares; fuerza de oso; mediación entre mundos,El Ukuku o Ukukus son los danzantes enmascarados que participan en el festival del Señor de Qoyllurit'i en el Perú. Representan al ser mítico mitad oso mitad humano guardián de los glaciares sagrados. En el festival los Ukukus suben de noche al glaciar del nevado Sinakara para cortar bloques de hielo que llevan al valle como ofrenda. Creían que podían escuchar las voces de los muertos en el glaciar. Con el retroceso glacial por el cambio climático esta práctica ha debido modificarse.
245,Pishtaco,América del Sur,Andina,Criatura,Ser que mata humanos para extraer su grasa corporal,Magia con grasa humana; terror; metamorfosis; habilidad de sigilo,El Pishtaco era en las tradiciones andinas coloniales y republicanas una figura que tomó características del colonizador europeo siendo a menudo descrito como un hombre blanco foráneo que mataba indígenas para extraer su grasa. Esta grasa se usaba según el mito para lubricar las máquinas de los invasores o para fabricar medicamentos que se exportaban. El mito del Pishtaco es interpretado por los antropólogos como una metáfora de la explotación colonial y neocolonial en los Andes.
246,Coquena,América del Sur,Andina,Criatura,Duende protector de los animales salvajes del altiplano andino,Protección de vicuñas y fauna andina; magia del altiplano; invisibilidad,La Coquena protectora de las vicuñas huanacos y llamas del altiplano andino era especialmente venerada por los pastores de altura. Se la representaba como un pequeño ser de aspecto andino con ropa de fibra de vicuña y sombrero de paja. Los pastores que capturaban vicuñas debían hacerlo en el chaku la cacería ritual colectiva y solo en los números y momentos correctos o la Coquena los castigaba con la desaparición del ganado doméstico o con enfermedad. Era esencialmente la guardiana del equilibrio ecológico de la puna.
247,Zupay,América del Sur,Andina,Criatura,Demonio del mal en las tradiciones andinas,Maldad; tentación; oscuridad; magia oscura; inmortalidad,Zupay en las tradiciones andinas precolombinas era una deidad ambivalente que gobernaba los muertos. Con la evangelización española fue identificado con el Diablo cristiano aunque su naturaleza original era diferente. En el noroeste argentino especialmente en la región calchaquí persisten leyendas sobre el Zupay como tentador que aparece en los carnavales ofreciendo contratos con poder musical o económico a cambio del alma. El carnaval andino tiene una fuerte carga de inversión del orden relacionada con el Zupay.
248,Carbunclo,América del Sur,Latinoamericana,Criatura,Criatura pequeña con una piedra preciosa brillante en la frente,Luz de la piedra frontal; velocidad; invisibilidad; elusividad extrema,El Carbunclo cuya descripción varía según la región era tan esquivo que prácticamente nadie lo había visto claramente. Algunos lo describían como un pequeño animal de piel oscura con una piedra preciosa en la frente que emitía una luz tan brillante que enceguecía a quienes intentaban mirarlo directamente. La piedra era el objeto más codiciado de los conquistadores que buscaron al Carbunclo por toda la Patagonia sin encontrarlo jamás. Se convirtió en símbolo de la quimera del enriquecimiento fácil en el Nuevo Mundo.
249,Luz Mala,América del Sur,Latinoamericana,Criatura,Fuego fatuo que aparece en los campos y extravía a los viajeros,Engaño luminoso; desorientar viajeros; presagio de muerte; terror nocturno,La Luz Mala es un fenómeno conocido en las pampas y el noroeste argentino como una luz azulada o rojiza que aparece de noche en campo abierto flotando a escasa altura del suelo. La explicación científica sugiere que podría ser gas metano que escapa de restos orgánicos en descomposición. Pero la explicación folklórica es que son almas en pena de personas que murieron en pecado mortal y no pueden descansar o el producto de algún tesoro enterrado con poderes malignos que atrae a los incautos para hacerlos perderse.
250,Salamanca,América del Sur,Latinoamericana,Criatura,Cueva mágica donde los brujos aprenden sus artes del diablo,Otorgar poderes mágicos; pacto con el diablo; enseñanza del mal,La Salamanca era en el noroeste argentino una cueva o lugar oculto en el monte donde se realizaban pactos con el diablo y se enseñaban artes mágicas y musicales. Los aprendices de brujería debían ingresar a la Salamanca renunciando a Dios y besar la cola del Diablo como rito de iniciación. A cambio recibían habilidades extraordinarias de curación danzas y música o poder sobre los demás. Los grandes guitarreros y cantores de coplas del noroeste eran sospechosos de haber visitado la Salamanca para obtener su don.
